Logging to Codes/train/MNISTFLlogs\1113PPGC_outbits1.log
[2024-11-13 18:28:30] Round 1/10 started
[2024-11-13 20:44:07] Training step 127
[2024-11-13 20:44:18] Training step 128
[2024-11-13 20:44:30] Training step 129
[2024-11-13 20:44:42] Training step 130
[2024-11-13 20:44:54] Training step 131
[2024-11-13 20:45:05] Training step 132
[2024-11-13 20:45:17] Training step 133
[2024-11-13 20:45:29] Training step 134
[2024-11-13 20:45:41] Training step 135
[2024-11-13 20:45:52] Training step 136
[2024-11-13 20:46:04] Training step 137
[2024-11-13 20:46:16] Training step 138
[2024-11-13 20:46:27] Training step 139
[2024-11-13 20:46:39] Training step 140
[2024-11-13 20:46:51] Training step 141
[2024-11-13 20:47:03] Training step 142
[2024-11-13 20:47:15] Training step 143
[2024-11-13 20:47:27] Training step 144
[2024-11-13 20:47:39] Training step 145
[2024-11-13 20:47:51] Training step 146
[2024-11-13 20:48:02] Training step 147
[2024-11-13 20:48:14] Training step 148
[2024-11-13 20:48:26] Training step 149
[2024-11-13 20:48:38] Training step 150
[2024-11-13 20:48:50] Training step 151
[2024-11-13 20:49:01] Training step 152
[2024-11-13 20:49:13] Training step 153
[2024-11-13 20:49:25] Training step 154
[2024-11-13 20:49:37] Training step 155
[2024-11-13 20:49:48] Training step 156
[2024-11-13 20:50:00] Training step 157
[2024-11-13 20:50:12] Training step 158
[2024-11-13 20:50:23] Training step 159
[2024-11-13 20:50:35] Training step 160
[2024-11-13 20:50:47] Training step 161
[2024-11-13 20:50:59] Training step 162
[2024-11-13 20:51:10] Training step 163
[2024-11-13 20:51:22] Training step 164
[2024-11-13 20:51:34] Training step 165
[2024-11-13 20:51:46] Training step 166
[2024-11-13 20:51:57] Training step 167
[2024-11-13 20:52:09] Training step 168
[2024-11-13 20:52:21] Training step 169
[2024-11-13 20:52:32] Training step 170
[2024-11-13 20:52:44] Training step 171
[2024-11-13 20:52:56] Training step 172
[2024-11-13 20:53:08] Training step 173
[2024-11-13 20:53:20] Training step 174
[2024-11-13 20:53:31] Training step 175
[2024-11-13 20:53:43] Training step 176
[2024-11-13 20:53:55] Training step 177
[2024-11-13 20:54:07] Training step 178
[2024-11-13 20:54:19] Training step 179
[2024-11-13 20:54:31] Training step 180
[2024-11-13 20:54:42] Training step 181
[2024-11-13 20:54:54] Training step 182
[2024-11-13 20:55:06] Training step 183
[2024-11-13 20:55:17] Training step 184
[2024-11-13 20:55:29] Training step 185
[2024-11-13 20:55:41] Training step 186
[2024-11-13 20:55:53] Training step 187
[2024-11-13 20:56:04] Training step 188
[2024-11-13 20:56:16] Training client 5
[2024-11-13 20:56:16] Training step 1
[2024-11-13 20:56:27] Training step 2
[2024-11-13 20:56:39] Training step 3
[2024-11-13 20:56:51] Training step 4
[2024-11-13 20:57:03] Training step 5
[2024-11-13 20:57:15] Training step 6
[2024-11-13 20:57:26] Training step 7
[2024-11-13 20:57:38] Training step 8
[2024-11-13 20:57:50] Training step 9
[2024-11-13 20:58:02] Training step 10
[2024-11-13 20:58:13] Training step 11
[2024-11-13 20:58:25] Training step 12
[2024-11-13 20:58:37] Training step 13
[2024-11-13 20:58:49] Training step 14
[2024-11-13 20:59:00] Training step 15
[2024-11-13 20:59:12] Training step 16
[2024-11-13 20:59:24] Training step 17
[2024-11-13 20:59:36] Training step 18
[2024-11-13 20:59:48] Training step 19
[2024-11-13 21:00:00] Training step 20
[2024-11-13 21:00:12] Training step 21
[2024-11-13 21:00:23] Training step 22
[2024-11-13 21:00:35] Training step 23
[2024-11-13 21:00:47] Training step 24
[2024-11-13 21:00:59] Training step 25
[2024-11-13 21:01:11] Training step 26
[2024-11-13 21:01:22] Training step 27
[2024-11-13 21:01:34] Training step 28
[2024-11-13 21:01:46] Training step 29
[2024-11-13 21:01:57] Training step 30
[2024-11-13 21:02:09] Training step 31
[2024-11-13 21:02:20] Training step 32
[2024-11-13 21:02:32] Training step 33
[2024-11-13 21:02:44] Training step 34
[2024-11-13 21:02:55] Training step 35
[2024-11-13 21:03:07] Training step 36
[2024-11-13 21:03:19] Training step 37
[2024-11-13 21:03:31] Training step 38
[2024-11-13 21:03:43] Training step 39
[2024-11-13 21:03:54] Training step 40
[2024-11-13 21:04:06] Training step 41
[2024-11-13 21:04:18] Training step 42
[2024-11-13 21:04:30] Training step 43
[2024-11-13 21:04:41] Training step 44
[2024-11-13 21:04:53] Training step 45
[2024-11-13 21:05:05] Training step 46
[2024-11-13 21:05:17] Training step 47
[2024-11-13 21:05:29] Training step 48
[2024-11-13 21:05:41] Training step 49
